#FILENAME LAYER MTYPE ETYPE XOFFSET YOFFSET ZOFFSET OFFSET_TYPE AXON_PAR BASAL_PAR APICAL_PAR
neurons/neuron.swc 1 0 0 0.0 0.0 0.0 R NULL NULL NULL
spines/bouton_0001.swc 1 4 0 542.73783433 25.4823770215 15.2843814243 R NULL NULL NULL
spines/spine_0001.swc 1 2 0 542.73783433 25.4823770215 15.2843814243 R NULL NULL NULL
spines/bouton_0002.swc 1 5 0 411.000136316 381.672027318 -99.0293864711 R NULL NULL NULL
spines/spine_0002.swc 1 3 0 411.000136316 381.672027318 -99.0293864711 R NULL NULL NULL
spines/bouton_0003.swc 1 5 0 394.771751931 367.530904198 -80.9243175407 R NULL NULL NULL
spines/spine_0003.swc 1 3 0 394.771751931 367.530904198 -80.9243175407 R NULL NULL NULL
spines/bouton_0004.swc 1 5 0 461.004350086 217.494360437 -136.946622731 R NULL NULL NULL
spines/spine_0004.swc 1 3 0 461.004350086 217.494360437 -136.946622731 R NULL NULL NULL
spines/bouton_0005.swc 1 5 0 574.829701297 160.1336238 -29.4877745439 R NULL NULL NULL
spines/spine_0005.swc 1 3 0 574.829701297 160.1336238 -29.4877745439 R NULL NULL NULL
spines/bouton_0006.swc 1 4 0 412.842876641 168.461139384 22.2388383368 R NULL NULL NULL
spines/spine_0006.swc 1 2 0 412.842876641 168.461139384 22.2388383368 R NULL NULL NULL
spines/bouton_0007.swc 1 5 0 369.676465273 -0.868756128236 -72.5675082243 R NULL NULL NULL
spines/spine_0007.swc 1 3 0 369.676465273 -0.868756128236 -72.5675082243 R NULL NULL NULL
spines/bouton_0008.swc 1 5 0 436.430499841 -66.1498599485 4.68116269066 R NULL NULL NULL
spines/spine_0008.swc 1 3 0 436.430499841 -66.1498599485 4.68116269066 R NULL NULL NULL
spines/bouton_0009.swc 1 4 0 534.534999838 1098.89960426 -1.89012180766 R NULL NULL NULL
spines/spine_0009.swc 1 2 0 534.534999838 1098.89960426 -1.89012180766 R NULL NULL NULL
spines/bouton_0010.swc 1 4 0 536.467999624 583.072633689 2.08304905308 R NULL NULL NULL
spines/spine_0010.swc 1 2 0 536.467999624 583.072633689 2.08304905308 R NULL NULL NULL
spines/bouton_0011.swc 1 5 0 420.269366397 -11.3797320988 -123.990011242 R NULL NULL NULL
spines/spine_0011.swc 1 3 0 420.269366397 -11.3797320988 -123.990011242 R NULL NULL NULL
spines/bouton_0012.swc 1 4 0 437.647086819 41.9244230044 24.280517696 R NULL NULL NULL
spines/spine_0012.swc 1 2 0 437.647086819 41.9244230044 24.280517696 R NULL NULL NULL
spines/bouton_0013.swc 1 4 0 499.191369182 165.117560605 -152.998969712 R NULL NULL NULL
spines/spine_0013.swc 1 2 0 499.191369182 165.117560605 -152.998969712 R NULL NULL NULL
spines/bouton_0014.swc 1 5 0 416.832287558 167.108665702 22.4159605598 R NULL NULL NULL
spines/spine_0014.swc 1 3 0 416.832287558 167.108665702 22.4159605598 R NULL NULL NULL
spines/bouton_0015.swc 1 5 0 562.247216591 216.889183842 -152.521667866 R NULL NULL NULL
spines/spine_0015.swc 1 3 0 562.247216591 216.889183842 -152.521667866 R NULL NULL NULL
spines/bouton_0016.swc 1 5 0 454.091842575 171.071060459 27.2766647685 R NULL NULL NULL
spines/spine_0016.swc 1 3 0 454.091842575 171.071060459 27.2766647685 R NULL NULL NULL
spines/bouton_0017.swc 1 4 0 652.582299151 21.0838888888 3.30734458523 R NULL NULL NULL
spines/spine_0017.swc 1 2 0 652.582299151 21.0838888888 3.30734458523 R NULL NULL NULL
spines/bouton_0018.swc 1 5 0 369.370118267 260.035677625 -103.659546434 R NULL NULL NULL
spines/spine_0018.swc 1 3 0 369.370118267 260.035677625 -103.659546434 R NULL NULL NULL
spines/bouton_0019.swc 1 5 0 560.376096715 1087.14118273 -70.3483245637 R NULL NULL NULL
spines/spine_0019.swc 1 3 0 560.376096715 1087.14118273 -70.3483245637 R NULL NULL NULL
spines/bouton_0020.swc 1 5 0 630.052286376 1041.15150833 -153.213648021 R NULL NULL NULL
spines/spine_0020.swc 1 3 0 630.052286376 1041.15150833 -153.213648021 R NULL NULL NULL
spines/bouton_0021.swc 1 4 0 665.666728522 1036.50293049 -80.4503514537 R NULL NULL NULL
spines/spine_0021.swc 1 2 0 665.666728522 1036.50293049 -80.4503514537 R NULL NULL NULL
spines/bouton_0022.swc 1 5 0 409.495265713 66.0428952 22.5923078471 R NULL NULL NULL
spines/spine_0022.swc 1 3 0 409.495265713 66.0428952 22.5923078471 R NULL NULL NULL
spines/bouton_0023.swc 1 5 0 559.682323896 1049.9472707 33.993011091 R NULL NULL NULL
spines/spine_0023.swc 1 3 0 559.682323896 1049.9472707 33.993011091 R NULL NULL NULL
spines/bouton_0024.swc 1 5 0 607.87422272 1019.04378319 2.14959406683 R NULL NULL NULL
spines/spine_0024.swc 1 3 0 607.87422272 1019.04378319 2.14959406683 R NULL NULL NULL
spines/bouton_0025.swc 1 5 0 573.205671076 1077.8981779 -145.7506806 R NULL NULL NULL
spines/spine_0025.swc 1 3 0 573.205671076 1077.8981779 -145.7506806 R NULL NULL NULL
spines/bouton_0026.swc 1 4 0 476.360773433 -9.02461676818 -115.793128935 R NULL NULL NULL
spines/spine_0026.swc 1 2 0 476.360773433 -9.02461676818 -115.793128935 R NULL NULL NULL
spines/bouton_0027.swc 1 5 0 317.37811062 229.459663392 -59.9611253755 R NULL NULL NULL
spines/spine_0027.swc 1 3 0 317.37811062 229.459663392 -59.9611253755 R NULL NULL NULL
spines/bouton_0028.swc 1 5 0 673.98949822 104.424063944 -37.3691179022 R NULL NULL NULL
spines/spine_0028.swc 1 3 0 673.98949822 104.424063944 -37.3691179022 R NULL NULL NULL
spines/bouton_0029.swc 1 4 0 433.218372429 -19.2048254135 -85.8496146036 R NULL NULL NULL
spines/spine_0029.swc 1 2 0 433.218372429 -19.2048254135 -85.8496146036 R NULL NULL NULL
spines/bouton_0030.swc 1 5 0 485.521949148 137.322323091 30.0586130335 R NULL NULL NULL
spines/spine_0030.swc 1 3 0 485.521949148 137.322323091 30.0586130335 R NULL NULL NULL
spines/bouton_0031.swc 1 5 0 460.810878412 162.040100812 27.5728841032 R NULL NULL NULL
spines/spine_0031.swc 1 3 0 460.810878412 162.040100812 27.5728841032 R NULL NULL NULL
spines/bouton_0032.swc 1 5 0 734.454282291 1006.02889094 -125.501283484 R NULL NULL NULL
spines/spine_0032.swc 1 3 0 734.454282291 1006.02889094 -125.501283484 R NULL NULL NULL
spines/bouton_0033.swc 1 5 0 768.967216321 988.355608898 -160.050550519 R NULL NULL NULL
spines/spine_0033.swc 1 3 0 768.967216321 988.355608898 -160.050550519 R NULL NULL NULL
spines/bouton_0034.swc 1 5 0 542.385275541 1090.24163518 -12.0933817219 R NULL NULL NULL
spines/spine_0034.swc 1 3 0 542.385275541 1090.24163518 -12.0933817219 R NULL NULL NULL
spines/bouton_0035.swc 1 5 0 637.383888394 157.494921986 -60.4246869484 R NULL NULL NULL
spines/spine_0035.swc 1 3 0 637.383888394 157.494921986 -60.4246869484 R NULL NULL NULL
spines/bouton_0036.swc 1 4 0 380.667617499 -33.3845739551 -103.068312597 R NULL NULL NULL
spines/spine_0036.swc 1 2 0 380.667617499 -33.3845739551 -103.068312597 R NULL NULL NULL
spines/bouton_0037.swc 1 5 0 414.835442745 186.380322077 -110.785961904 R NULL NULL NULL
