#FILENAME LAYER MTYPE ETYPE XOFFSET YOFFSET ZOFFSET OFFSET_TYPE AXON_PAR BASAL_PAR APICAL_PAR
#neurons/neuron.swc 1 0 0 0.0 0.0 0.0 R NULL NULL NULL
spines/bouton_0001.swc 1 4 0 -189.621 140.053 -13.035 R NULL NULL NULL
spines/spine_0001.swc 1 2 0 -189.621 140.053 -13.035 R NULL NULL NULL
#spines/bouton_0002.swc 1 4 0 -189.754 139.849 -13.232 R NULL NULL NULL
#spines/spine_0002.swc 1 2 0 -189.754 139.849 -13.232 R NULL NULL NULL
#spines/bouton_0003.swc 1 4 0 -190.505 138.687 -13.836 R NULL NULL NULL
#spines/spine_0003.swc 1 2 0 -190.505 138.687 -13.836 R NULL NULL NULL
#spines/bouton_0004.swc 1 4 0 -191.257 137.75 -13.966 R NULL NULL NULL
#spines/spine_0004.swc 1 2 0 -191.257 137.75 -13.966 R NULL NULL NULL
#spines/bouton_0005.swc 1 4 0 -191.397 137.62 -13.987 R NULL NULL NULL
#spines/spine_0005.swc 1 2 0 -191.397 137.62 -13.987 R NULL NULL NULL
#spines/bouton_0006.swc 1 4 0 -191.849 137.201 -14.056 R NULL NULL NULL
#spines/spine_0006.swc 1 2 0 -191.849 137.201 -14.056 R NULL NULL NULL
#spines/bouton_0007.swc 1 4 0 -191.889 137.163 -14.062 R NULL NULL NULL
#spines/spine_0007.swc 1 2 0 -191.889 137.163 -14.062 R NULL NULL NULL
#spines/bouton_0008.swc 1 4 0 -192.594 136.7 -14.238 R NULL NULL NULL
#spines/spine_0008.swc 1 2 0 -192.594 136.7 -14.238 R NULL NULL NULL
#spines/bouton_0009.swc 1 4 0 -152.669 47.864 -44.437 R NULL NULL NULL
#spines/spine_0009.swc 1 2 0 -152.669 47.864 -44.437 R NULL NULL NULL
#spines/bouton_0010.swc 1 4 0 -152.369 47.547 -43.967 R NULL NULL NULL
#spines/spine_0010.swc 1 2 0 -152.369 47.547 -43.967 R NULL NULL NULL
#spines/bouton_0011.swc 1 4 0 -201.027 164.74 -9.535 R NULL NULL NULL
#spines/spine_0011.swc 1 2 0 -201.027 164.74 -9.535 R NULL NULL NULL
#spines/bouton_0012.swc 1 4 0 -201.193 164.55 -9.923 R NULL NULL NULL
#spines/spine_0012.swc 1 2 0 -201.193 164.55 -9.923 R NULL NULL NULL
#spines/bouton_0013.swc 1 4 0 -201.224 164.514 -9.995 R NULL NULL NULL
#spines/spine_0013.swc 1 2 0 -201.224 164.514 -9.995 R NULL NULL NULL
#spines/bouton_0014.swc 1 4 0 -201.38 164.336 -10.358 R NULL NULL NULL
#spines/spine_0014.swc 1 2 0 -201.38 164.336 -10.358 R NULL NULL NULL
#spines/bouton_0015.swc 1 4 0 -201.565 164.125 -10.789 R NULL NULL NULL
#spines/spine_0015.swc 1 2 0 -201.565 164.125 -10.789 R NULL NULL NULL
#spines/bouton_0016.swc 1 4 0 -201.868 163.719 -11.5 R NULL NULL NULL
#spines/spine_0016.swc 1 2 0 -201.868 163.719 -11.5 R NULL NULL NULL
#spines/bouton_0017.swc 1 4 0 -202.058 163.372 -11.953 R NULL NULL NULL
#spines/spine_0017.swc 1 2 0 -202.058 163.372 -11.953 R NULL NULL NULL
#spines/bouton_0018.swc 1 4 0 -202.278 162.969 -12.479 R NULL NULL NULL
#spines/spine_0018.swc 1 2 0 -202.278 162.969 -12.479 R NULL NULL NULL
#spines/bouton_0019.swc 1 4 0 -202.361 162.818 -12.676 R NULL NULL NULL
#spines/spine_0019.swc 1 2 0 -202.361 162.818 -12.676 R NULL NULL NULL
#spines/bouton_0020.swc 1 4 0 -202.527 162.514 -13.073 R NULL NULL NULL
#spines/spine_0020.swc 1 2 0 -202.527 162.514 -13.073 R NULL NULL NULL
#spines/bouton_0021.swc 1 4 0 -202.617 162.35 -13.286 R NULL NULL NULL
#spines/spine_0021.swc 1 2 0 -202.617 162.35 -13.286 R NULL NULL NULL
#spines/bouton_0022.swc 1 4 0 -202.814 161.991 -13.755 R NULL NULL NULL
#spines/spine_0022.swc 1 2 0 -202.814 161.991 -13.755 R NULL NULL NULL
#spines/bouton_0023.swc 1 4 0 -174.653 145.18 -12.5 R NULL NULL NULL
#spines/spine_0023.swc 1 2 0 -174.653 145.18 -12.5 R NULL NULL NULL
#spines/bouton_0024.swc 1 4 0 -174.54 144.62 -12.5 R NULL NULL NULL
#spines/spine_0024.swc 1 2 0 -174.54 144.62 -12.5 R NULL NULL NULL
#spines/bouton_0025.swc 1 4 0 -174.232 142.927 -12.497 R NULL NULL NULL
#spines/spine_0025.swc 1 2 0 -174.232 142.927 -12.497 R NULL NULL NULL
#spines/bouton_0026.swc 1 4 0 -174.263 142.776 -12.489 R NULL NULL NULL
#spines/spine_0026.swc 1 2 0 -174.263 142.776 -12.489 R NULL NULL NULL
#spines/bouton_0027.swc 1 4 0 -174.343 142.387 -12.469 R NULL NULL NULL
#spines/spine_0027.swc 1 2 0 -174.343 142.387 -12.469 R NULL NULL NULL
#spines/bouton_0028.swc 1 4 0 -174.411 142.057 -12.452 R NULL NULL NULL
#spines/spine_0028.swc 1 2 0 -174.411 142.057 -12.452 R NULL NULL NULL
#spines/bouton_0029.swc 1 4 0 -174.482 141.709 -12.434 R NULL NULL NULL
#spines/spine_0029.swc 1 2 0 -174.482 141.709 -12.434 R NULL NULL NULL
#spines/bouton_0030.swc 1 4 0 -215.316 87.28 -61.896 R NULL NULL NULL
#spines/spine_0030.swc 1 2 0 -215.316 87.28 -61.896 R NULL NULL NULL
#spines/bouton_0031.swc 1 4 0 -215.302 87.029 -61.475 R NULL NULL NULL
#spines/spine_0031.swc 1 2 0 -215.302 87.029 -61.475 R NULL NULL NULL
#spines/bouton_0032.swc 1 4 0 -215.296 86.914 -61.282 R NULL NULL NULL
#spines/spine_0032.swc 1 2 0 -215.296 86.914 -61.282 R NULL NULL NULL
#spines/bouton_0033.swc 1 4 0 -118.332 -18.674 -7.41 R NULL NULL NULL
#spines/spine_0033.swc 1 2 0 -118.332 -18.674 -7.41 R NULL NULL NULL
