#FILENAME LAYER MTYPE ETYPE XOFFSET YOFFSET ZOFFSET OFFSET_TYPE AXON_PAR BASAL_PAR APICAL_PAR
neurons/MSN_denda_0.swc 1 0 0 0.0 0.0 0.0 R NULL NULL NULL
#spines/bouton_0001.swc 1 4 0 -111.266512391 91.4690718811 -10.8793640841 R NULL NULL NULL
spines/spine_0001.swc 1 2 0 -111.266512391 91.4690718811 -10.8793640841 R NULL NULL NULL
#spines/bouton_0002.swc 1 4 0 -109.855495905 90.6707924154 -10.7186134368 R NULL NULL NULL
spines/spine_0002.swc 1 2 0 -109.855495905 90.6707924154 -10.7186134368 R NULL NULL NULL
#spines/bouton_0003.swc 1 4 0 -109.552582238 90.4994196766 -10.6841038698 R NULL NULL NULL
spines/spine_0003.swc 1 2 0 -109.552582238 90.4994196766 -10.6841038698 R NULL NULL NULL
#spines/bouton_0004.swc 1 4 0 -108.142739656 89.7018043447 -10.52348696 R NULL NULL NULL
spines/spine_0004.swc 1 2 0 -108.142739656 89.7018043447 -10.52348696 R NULL NULL NULL
#spines/bouton_0005.swc 1 4 0 -45.4777100046 81.6623358334 17.1638808149 R NULL NULL NULL
spines/spine_0005.swc 1 2 0 -45.4777100046 81.6623358334 17.1638808149 R NULL NULL NULL
#spines/bouton_0006.swc 1 4 0 -45.0660517451 80.7469830116 16.8531932697 R NULL NULL NULL
spines/spine_0006.swc 1 2 0 -45.0660517451 80.7469830116 16.8531932697 R NULL NULL NULL
#spines/bouton_0007.swc 1 4 0 -44.5898143236 79.6880336099 16.4937664103 R NULL NULL NULL
spines/spine_0007.swc 1 2 0 -44.5898143236 79.6880336099 16.4937664103 R NULL NULL NULL
#spines/bouton_0008.swc 1 4 0 -44.0851142794 78.5657954451 16.1128581832 R NULL NULL NULL
spines/spine_0008.swc 1 2 0 -44.0851142794 78.5657954451 16.1128581832 R NULL NULL NULL
#spines/bouton_0009.swc 1 4 0 -75.4535705343 100.827968702 -46.1862064121 R NULL NULL NULL
spines/spine_0009.swc 1 2 0 -75.4535705343 100.827968702 -46.1862064121 R NULL NULL NULL
#spines/bouton_0010.swc 1 4 0 -74.1714533632 100.352945207 -45.7757672705 R NULL NULL NULL
spines/spine_0010.swc 1 2 0 -74.1714533632 100.352945207 -45.7757672705 R NULL NULL NULL
#spines/bouton_0011.swc 1 4 0 -73.1831006634 99.9867612389 -45.459369797 R NULL NULL NULL
spines/spine_0011.swc 1 2 0 -73.1831006634 99.9867612389 -45.459369797 R NULL NULL NULL
#spines/bouton_0012.swc 1 4 0 -71.7618026242 99.4601713323 -45.00437523 R NULL NULL NULL
spines/spine_0012.swc 1 2 0 -71.7618026242 99.4601713323 -45.00437523 R NULL NULL NULL
#spines/bouton_0013.swc 1 4 0 -1.97079265778 -28.5543567113 65.4721736176 R NULL NULL NULL
spines/spine_0013.swc 1 2 0 -1.97079265778 -28.5543567113 65.4721736176 R NULL NULL NULL
#spines/bouton_0014.swc 1 4 0 -0.522285209578 -27.7165650036 65.4392132753 R NULL NULL NULL
spines/spine_0014.swc 1 2 0 -0.522285209578 -27.7165650036 65.4392132753 R NULL NULL NULL
#spines/bouton_0015.swc 1 4 0 -0.393096327803 -27.6418443842 65.436273622 R NULL NULL NULL
spines/spine_0015.swc 1 2 0 -0.393096327803 -27.6418443842 65.436273622 R NULL NULL NULL
#spines/bouton_0016.swc 1 4 0 1.02894047903 -26.8193628386 65.403915611 R NULL NULL NULL
spines/spine_0016.swc 1 2 0 1.02894047903 -26.8193628386 65.403915611 R NULL NULL NULL
#spines/bouton_0017.swc 1 4 0 1.67530594624 -26.4455162083 65.3892077633 R NULL NULL NULL
spines/spine_0017.swc 1 2 0 1.67530594624 -26.4455162083 65.3892077633 R NULL NULL NULL
#spines/bouton_0018.swc 1 4 0 2.66314074422 -25.8741696106 65.3667298857 R NULL NULL NULL
spines/spine_0018.swc 1 2 0 2.66314074422 -25.8741696106 65.3667298857 R NULL NULL NULL
#spines/bouton_0019.swc 1 4 0 3.16658229476 -25.5829877069 65.3552742278 R NULL NULL NULL
spines/spine_0019.swc 1 2 0 3.16658229476 -25.5829877069 65.3552742278 R NULL NULL NULL
#spines/bouton_0020.swc 1 4 0 -53.8398586743 37.6786816675 48.85959599 R NULL NULL NULL
spines/spine_0020.swc 1 2 0 -53.8398586743 37.6786816675 48.85959599 R NULL NULL NULL
#spines/bouton_0021.swc 1 4 0 -53.0038262891 37.7076573944 47.0393112399 R NULL NULL NULL
spines/spine_0021.swc 1 2 0 -53.0038262891 37.7076573944 47.0393112399 R NULL NULL NULL
#spines/bouton_0022.swc 1 4 0 -68.8060342281 71.6133133471 48.921785882 R NULL NULL NULL
spines/spine_0022.swc 1 2 0 -68.8060342281 71.6133133471 48.921785882 R NULL NULL NULL
#spines/bouton_0023.swc 1 4 0 -68.7284058243 71.2059009894 49.0407014457 R NULL NULL NULL
spines/spine_0023.swc 1 2 0 -68.7284058243 71.2059009894 49.0407014457 R NULL NULL NULL
#spines/bouton_0024.swc 1 4 0 -369.318352346 -21.8301582983 -191.44727877 R NULL NULL NULL
spines/spine_0024.swc 1 2 0 -369.318352346 -21.8301582983 -191.44727877 R NULL NULL NULL
